2017-01-01,100.0
2017-02-01,99.6118691937617
2017-03-01,100.4171616163325
2017-04-01,100.28994470391086
2017-05-01,100.63243761889417
2017-06-01,100.81461424037984
2017-07-01,100.68863298519815
2017-08-01,101.70394293819756
2017-09-01,101.95623982397787
2017-10-01,101.55883821464299
2017-11-01,101.88796383808287
2017-12-01,101.83505356801354
2018-01-01,102.78291554776774
2018-02-01,102.98274609791811
2018-03-01,101.76611718520164
2018-04-01,101.73787658355941
2018-05-01,101.6903133957089
2018-06-01,101.36454058118427
2018-07-01,102.07114849043549
2018-08-01,98.26622047144963
2018-09-01,99.48380590923176
2018-10-01,100.97520596891202
2018-11-01,100.9484222940403
2018-12-01,100.882840303855
